REGION,WEEK,YEAR,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Maine,40,2019,34,0,0,0,0,0
Maryland,40,2019,136,1,3,2.94,0.74,2.21
Massachusetts,40,2019,481,2,0,0.42,0.42,0
Michigan,40,2019,1025,5,3,0.78,0.49,0.29
Minnesota,40,2019,269,0,0,0,0,0
Mississippi,40,2019,44,0,1,2.27,0,2.27
Missouri,40,2019,722,2,1,0.42,0.28,0.14
Montana,40,2019,99,2,0,2.02,2.02,0
Nebraska,40,2019,62,0,0,0,0,0
New Mexico,40,2019,247,1,0,0.4,0.4,0
New York,40,2019,1354,4,0,0.3,0.3,0
North Carolina,40,2019,208,2,0,0.96,0.96,0
North Dakota,40,2019,118,0,2,1.69,0,1.69
Ohio,40,2019,1318,1,3,0.3,0.08,0.23
Oklahoma,40,2019,194,0,0,0,0,0
Oregon,40,2019,770,7,4,1.43,0.91,0.52
Pennsylvania,40,2019,201,0,0,0,0,0
South Carolina,40,2019,212,0,0,0,0,0
South Dakota,40,2019,53,0,0,0,0,0
Tennessee,40,2019,35,0,0,0,0,0
Texas,40,2019,1720,21,32,3.08,1.22,1.86
Utah,40,2019,369,8,1,2.44,2.17,0.27
Vermont,40,2019,67,0,0,0,0,0
Virginia,40,2019,231,0,0,0,0,0
Washington,40,2019,900,13,1,1.56,1.44,0.11
West Virginia,40,2019,367,0,0,0,0,0
Wisconsin,40,2019,832,4,0,0.48,0.48,0
Puerto Rico,40,2019,0,0,0,0,0,0
Alabama,41,2019,498,4,13,3.41,0.8,2.61
Arizona,41,2019,273,3,5,2.93,1.1,1.83
Arkansas,41,2019,94,1,1,2.13,1.06,1.06
California,41,2019,1887,26,11,1.96,1.38,0.58
Colorado,41,2019,441,7,3,2.27,1.59,0.68
Connecticut,41,2019,466,0,0,0,0,0
Delaware,41,2019,218,1,3,1.83,0.46,1.38
Georgia,41,2019,875,11,16,3.09,1.26,1.83
Hawaii,41,2019,334,4,2,1.8,1.2,0.6
Idaho,41,2019,60,1,2,5,1.67,3.33
Illinois,41,2019,261,5,2,2.68,1.92,0.77
Indiana,41,2019,183,1,0,0.55,0.55,0
Iowa,41,2019,235,4,0,1.7,1.7,0
Kansas,41,2019,84,0,0,0,0,0
Kentucky,41,2019,425,0,0,0,0,0
Louisiana,41,2019,608,4,20,3.95,0.66,3.29
Maine,41,2019,42,0,0,0,0,0
Maryland,41,2019,133,0,1,0.75,0,0.75
Massachusetts,41,2019,577,8,2,1.73,1.39,0.35
Michigan,41,2019,1087,1,0,0.09,0.09,0
Minnesota,41,2019,325,1,0,0.31,0.31,0
Mississippi,41,2019,59,0,0,0,0,0
Missouri,41,2019,865,3,0,0.35,0.35,0
Montana,41,2019,123,0,0,0,0,0
Nebraska,41,2019,59,0,0,0,0,0
Nevada,41,2019,15,0,1,6.67,0,6.67
New Mexico,41,2019,252,0,0,0,0,0
New York,41,2019,1479,6,4,0.68,0.41,0.27
North Carolina,41,2019,242,1,1,0.83,0.41,0.41
North Dakota,41,2019,153,0,1,0.65,0,0.65
Ohio,41,2019,1457,2,3,0.34,0.14,0.21
Oklahoma,41,2019,249,0,0,0,0,0
Oregon,41,2019,1106,4,3,0.63,0.36,0.27
Pennsylvania,41,2019,247,0,0,0,0,0
South Carolina,41,2019,222,0,1,0.45,0,0.45
South Dakota,41,2019,57,0,0,0,0,0
Tennessee,41,2019,36,0,2,5.56,0,5.56
Texas,41,2019,2065,12,52,3.1,0.58,2.52
Utah,41,2019,374,3,1,1.07,0.8,0.27
Vermont,41,2019,88,0,0,0,0,0
Virginia,41,2019,237,0,0,0,0,0
Washington,41,2019,984,8,3,1.12,0.81,0.3
West Virginia,41,2019,336,0,1,0.3,0,0.3
Wisconsin,41,2019,806,4,0,0.5,0.5,0
Puerto Rico,41,2019,0,0,0,0,0,0
Alabama,42,2019,527,1,5,1.14,0.19,0.95
Arizona,42,2019,249,2,3,2.01,0.8,1.2
Arkansas,42,2019,109,0,1,0.92,0,0.92
California,42,2019,1995,27,14,2.06,1.35,0.7
Colorado,42,2019,530,5,6,2.08,0.94,1.13
Connecticut,42,2019,473,3,0,0.63,0.63,0
Delaware,42,2019,211,6,1,3.32,2.84,0.47
Georgia,42,2019,1020,11,14,2.45,1.08,1.37
Hawaii,42,2019,288,9,7,5.56,3.13,2.43
Idaho,42,2019,70,3,2,7.14,4.29,2.86
Illinois,42,2019,256,0,0,0,0,0
Indiana,42,2019,151,0,0,0,0,0
Iowa,42,2019,278,0,0,0,0,0
Kansas,42,2019,81,0,0,0,0,0
Kentucky,42,2019,469,2,0,0.43,0.43,0
Louisiana,42,2019,524,4,34,7.25,0.76,6.49
Maine,42,2019,44,0,0,0,0,0
Maryland,42,2019,181,1,1,1.1,0.55,0.55
Massachusetts,42,2019,540,2,0,0.37,0.37,0
Michigan,42,2019,1251,5,2,0.56,0.4,0.16
Minnesota,42,2019,375,2,1,0.8,0.53,0.27
Mississippi,42,2019,56,0,3,5.36,0,5.36
Missouri,42,2019,929,0,0,0,0,0
Montana,42,2019,109,0,1,0.92,0,0.92
Nebraska,42,2019,77,0,0,0,0,0
New Mexico,42,2019,297,0,0,0,0,0
New York,42,2019,1559,4,2,0.38,0.26,0.13
North Carolina,42,2019,222,1,1,0.9,0.45,0.45
North Dakota,42,2019,162,0,5,3.09,0,3.09
Ohio,42,2019,1475,2,5,0.47,0.14,0.34
Oklahoma,42,2019,224,0,0,0,0,0
Oregon,42,2019,991,8,2,1.01,0.81,0.2
Pennsylvania,42,2019,292,0,0,0,0,0
South Carolina,42,2019,229,1,0,0.44,0.44,0
South Dakota,42,2019,61,0,0,0,0,0
Tennessee,42,2019,39,0,0,0,0,0
Texas,42,2019,2179,22,60,3.76,1.01,2.75
Utah,42,2019,467,5,1,1.28,1.07,0.21
Vermont,42,2019,94,0,0,0,0,0
Virginia,42,2019,283,1,0,0.35,0.35,0
Washington,42,2019,970,13,4,1.75,1.34,0.41
West Virginia,42,2019,422,1,0,0.24,0.24,0
Wisconsin,42,2019,896,4,1,0.56,0.45,0.11
Puerto Rico,42,2019,0,0,0,0,0,0
Alabama,43,2019,529,0,16,3.02,0,3.02
Arizona,43,2019,265,2,4,2.26,0.75,1.51
Arkansas,43,2019,122,1,2,2.46,0.82,1.64
California,43,2019,1964,24,33,2.9,1.22,1.68
Colorado,43,2019,541,6,2,1.48,1.11,0.37
Connecticut,43,2019,560,5,0,0.89,0.89,0
Delaware,43,2019,211,1,5,2.84,0.47,2.37
Georgia,43,2019,1139,16,34,4.39,1.4,2.99
Hawaii,43,2019,346,9,3,3.47,2.6,0.87
Idaho,43,2019,71,10,1,15.49,14.08,1.41
Illinois,43,2019,332,2,1,0.9,0.6,0.3
Indiana,43,2019,224,0,2,0.89,0,0.89
Iowa,43,2019,244,0,0,0,0,0
Kansas,43,2019,76,0,0,0,0,0
Kentucky,43,2019,518,0,1,0.19,0,0.19
Louisiana,43,2019,573,3,50,9.25,0.52,8.73
Maine,43,2019,57,0,0,0,0,0
Maryland,43,2019,231,0,2,0.87,0,0.87
Massachusetts,43,2019,588,4,3,1.19,0.68,0.51
Michigan,43,2019,1335,9,7,1.2,0.67,0.52
Minnesota,43,2019,312,1,1,0.64,0.32,0.32
Mississippi,43,2019,67,1,1,2.99,1.49,1.49
Missouri,43,2019,1037,2,0,0.19,0.19,0
Montana,43,2019,108,1,1,1.85,0.93,0.93
Nebraska,43,2019,97,1,0,1.03,1.03,0
Nevada,43,2019,34,1,2,8.82,2.94,5.88
New York,43,2019,1660,7,7,0.84,0.42,0.42
North Carolina,43,2019,217,3,0,1.38,1.38,0
North Dakota,43,2019,172,0,11,6.4,0,6.4
Ohio,43,2019,1756,3,5,0.46,0.17,0.28
Oklahoma,43,2019,192,0,0,0,0,0
Oregon,43,2019,1029,3,7,0.97,0.29,0.68
Pennsylvania,43,2019,300,1,0,0.33,0.33,0
South Carolina,43,2019,312,2,2,1.28,0.64,0.64
South Dakota,43,2019,70,0,0,0,0,0
Tennessee,43,2019,54,0,0,0,0,0
Texas,43,2019,2553,29,117,5.72,1.14,4.58
Utah,43,2019,448,5,1,1.34,1.12,0.22
Vermont,43,2019,75,0,0,0,0,0
Virginia,43,2019,297,1,0,0.34,0.34,0
Washington,43,2019,889,4,6,1.12,0.45,0.67
West Virginia,43,2019,461,1,2,0.65,0.22,0.43
Wisconsin,43,2019,1063,5,3,0.75,0.47,0.28
Puerto Rico,43,2019,0,0,0,0,0,0
Alabama,44,2019,524,3,18,4.01,0.57,3.44
Arizona,44,2019,239,1,2,1.26,0.42,0.84
Arkansas,44,2019,136,1,2,2.21,0.74,1.47
California,44,2019,2061,44,56,4.85,2.13,2.72
Colorado,44,2019,511,7,6,2.54,1.37,1.17
Connecticut,44,2019,569,3,0,0.53,0.53,0
Delaware,44,2019,200,0,1,0.5,0,0.5
Georgia,44,2019,1212,20,41,5.03,1.65,3.38
Hawaii,44,2019,335,4,4,2.39,1.19,1.19
Idaho,44,2019,95,3,2,5.26,3.16,2.11
Illinois,44,2019,317,3,2,1.58,0.95,0.63
Indiana,44,2019,215,0,1,0.47,0,0.47
Iowa,44,2019,205,1,0,0.49,0.49,0
Kansas,44,2019,79,0,0,0,0,0
Kentucky,44,2019,524,1,2,0.57,0.19,0.38
Louisiana,44,2019,653,6,70,11.64,0.92,10.72
Maine,44,2019,57,0,0,0,0,0
Maryland,44,2019,179,2,2,2.23,1.12,1.12
Massachusetts,44,2019,527,1,1,0.38,0.19,0.19
Michigan,44,2019,1287,3,3,0.47,0.23,0.23
Minnesota,44,2019,353,2,1,0.85,0.57,0.28
Mississippi,44,2019,85,0,0,0,0,0
Missouri,44,2019,1097,2,2,0.36,0.18,0.18
Montana,44,2019,110,0,0,0,0,0
Nebraska,44,2019,81,0,0,0,0,0
New Mexico,44,2019,330,1,2,0.91,0.3,0.61
New York,44,2019,1684,15,5,1.19,0.89,0.3
North Carolina,44,2019,247,7,0,2.83,2.83,0
North Dakota,44,2019,161,0,12,7.45,0,7.45
Ohio,44,2019,1855,6,8,0.75,0.32,0.43
Oklahoma,44,2019,255,1,0,0.39,0.39,0
Oregon,44,2019,1046,10,15,2.39,0.96,1.43
Pennsylvania,44,2019,341,0,0,0,0,0
South Carolina,44,2019,354,0,2,0.56,0,0.56
South Dakota,44,2019,64,0,0,0,0,0
Tennessee,44,2019,56,1,0,1.79,1.79,0
Texas,44,2019,2482,34,250,11.44,1.37,10.07
Utah,44,2019,450,4,1,1.11,0.89,0.22
Vermont,44,2019,95,0,1,1.05,0,1.05
Virginia,44,2019,291,1,1,0.69,0.34,0.34
Washington,44,2019,937,5,10,1.6,0.53,1.07
West Virginia,44,2019,494,1,1,0.4,0.2,0.2
Wisconsin,44,2019,1087,4,4,0.74,0.37,0.37
Puerto Rico,44,2019,0,0,0,0,0,0
Alabama,45,2019,635,4,15,2.99,0.63,2.36
Arizona,45,2019,223,2,4,2.69,0.9,1.79
Arkansas,45,2019,163,1,3,2.45,0.61,1.84
California,45,2019,2603,125,135,9.99,4.8,5.19
Colorado,45,2019,573,15,9,4.19,2.62,1.57
Connecticut,45,2019,583,4,1,0.86,0.69,0.17
Delaware,45,2019,250,2,7,3.6,0.8,2.8
Georgia,45,2019,1398,25,49,5.29,1.79,3.51
Hawaii,45,2019,449,14,5,4.23,3.12,1.11
Idaho,45,2019,62,0,2,3.23,0,3.23
Illinois,45,2019,323,3,2,1.55,0.93,0.62
Indiana,45,2019,234,3,3,2.56,1.28,1.28
Iowa,45,2019,246,2,1,1.22,0.81,0.41
Kansas,45,2019,85,0,0,0,0,0
Kentucky,45,2019,641,6,2,1.25,0.94,0.31
Louisiana,45,2019,796,11,114,15.7,1.38,14.32
Maine,45,2019,72,0,1,1.39,0,1.39
Maryland,45,2019,193,2,3,2.59,1.04,1.55
Massachusetts,45,2019,570,1,1,0.35,0.18,0.18
Michigan,45,2019,1430,10,3,0.91,0.7,0.21
Minnesota,45,2019,342,1,0,0.29,0.29,0
Mississippi,45,2019,110,0,1,0.91,0,0.91
Missouri,45,2019,616,2,0,0.32,0.32,0
Montana,45,2019,122,0,0,0,0,0
Nebraska,45,2019,112,3,0,2.68,2.68,0
Nevada,45,2019,64,0,23,35.94,0,35.94
New Mexico,45,2019,361,7,0,1.94,1.94,0
New York,45,2019,1933,19,10,1.5,0.98,0.52
North Carolina,45,2019,266,0,2,0.75,0,0.75
North Dakota,45,2019,224,1,41,18.75,0.45,18.3
Ohio,45,2019,2152,8,6,0.65,0.37,0.28
Oklahoma,45,2019,264,1,1,0.76,0.38,0.38
Oregon,45,2019,1132,8,34,3.71,0.71,3
Pennsylvania,45,2019,351,1,2,0.85,0.28,0.57
South Carolina,45,2019,367,1,3,1.09,0.27,0.82
South Dakota,45,2019,57,0,0,0,0,0
Tennessee,45,2019,50,1,0,2,2,0
Texas,45,2019,3435,70,505,16.74,2.04,14.7
Utah,45,2019,532,9,5,2.63,1.69,0.94
Vermont,45,2019,107,0,1,0.93,0,0.93
Virginia,45,2019,364,2,2,1.1,0.55,0.55
Washington,45,2019,961,4,14,1.87,0.42,1.46
West Virginia,45,2019,559,0,0,0,0,0
Wisconsin,45,2019,1136,6,2,0.7,0.53,0.18
Puerto Rico,45,2019,0,0,0,0,0,0
Alabama,46,2019,739,5,26,4.19,0.68,3.52
Arizona,46,2019,402,3,18,5.22,0.75,4.48
Arkansas,46,2019,175,0,3,1.71,0,1.71
California,46,2019,2887,126,247,12.92,4.36,8.56
Colorado,46,2019,670,14,24,5.67,2.09,3.58
Connecticut,46,2019,678,5,1,0.88,0.74,0.15
Delaware,46,2019,280,5,10,5.36,1.79,3.57
Georgia,46,2019,1817,38,110,8.15,2.09,6.05
Hawaii,46,2019,425,15,8,5.41,3.53,1.88
Idaho,46,2019,71,1,5,8.45,1.41,7.04
Illinois,46,2019,363,4,3,1.93,1.1,0.83
Indiana,46,2019,230,6,1,3.04,2.61,0.43
Iowa,46,2019,277,4,0,1.44,1.44,0
Kansas,46,2019,62,0,0,0,0,0
Kentucky,46,2019,620,26,1,4.35,4.19,0.16
Louisiana,46,2019,942,7,180,19.85,0.74,19.11
Maine,46,2019,73,0,1,1.37,0,1.37
Maryland,46,2019,219,0,0,0,0,0
Massachusetts,46,2019,694,1,3,0.58,0.14,0.43
Michigan,46,2019,1467,12,17,1.98,0.82,1.16
Minnesota,46,2019,361,4,1,1.39,1.11,0.28
Mississippi,46,2019,93,0,3,3.23,0,3.23
Missouri,46,2019,616,4,8,1.95,0.65,1.3
Montana,46,2019,105,3,2,4.76,2.86,1.9
Nebraska,46,2019,130,12,4,12.31,9.23,3.08
Nevada,46,2019,72,21,1,30.56,29.17,1.39
New Mexico,46,2019,341,6,11,4.99,1.76,3.23
New York,46,2019,1858,22,19,2.21,1.18,1.02
North Carolina,46,2019,264,4,2,2.27,1.52,0.76
North Dakota,46,2019,241,2,40,17.43,0.83,16.6
Ohio,46,2019,2099,14,11,1.19,0.67,0.52
Oklahoma,46,2019,278,2,2,1.44,0.72,0.72
Oregon,46,2019,1221,14,81,7.78,1.15,6.63
Pennsylvania,46,2019,427,2,2,0.94,0.47,0.47
South Carolina,46,2019,364,5,3,2.2,1.37,0.82
South Dakota,46,2019,80,0,0,0,0,0
Tennessee,46,2019,74,3,0,4.05,4.05,0
Texas,46,2019,3956,99,579,17.14,2.5,14.64
Utah,46,2019,535,3,12,2.8,0.56,2.24
Vermont,46,2019,107,1,0,0.93,0.93,0
Virginia,46,2019,406,0,1,0.25,0,0.25
Washington,46,2019,1024,10,38,4.69,0.98,3.71
West Virginia,46,2019,569,0,0,0,0,0
Wisconsin,46,2019,1161,6,16,1.89,0.52,1.38
Wyoming,46,2019,10,0,1,10,0,10
Puerto Rico,46,2019,0,0,0,0,0,0
Alabama,47,2019,868,15,70,9.79,1.73,8.06
Alaska,47,2019,11,2,1,27.27,18.18,9.09
Arizona,47,2019,395,4,29,8.35,1.01,7.34
Arkansas,47,2019,224,1,9,4.46,0.45,4.02
California,47,2019,3091,133,298,13.94,4.3,9.64
Colorado,47,2019,706,9,46,7.79,1.27,6.52
Connecticut,47,2019,699,6,1,1,0.86,0.14
Delaware,47,2019,267,1,15,5.99,0.37,5.62
Georgia,47,2019,2082,76,247,15.51,3.65,11.86
Hawaii,47,2019,382,6,7,3.4,1.57,1.83
Idaho,47,2019,82,0,4,4.88,0,4.88
Illinois,47,2019,378,12,6,4.76,3.17,1.59
Indiana,47,2019,309,8,3,3.56,2.59,0.97
Iowa,47,2019,291,3,1,1.37,1.03,0.34
Kansas,47,2019,113,0,1,0.88,0,0.88
Kentucky,47,2019,780,32,3,4.49,4.1,0.38
Louisiana,47,2019,1132,15,283,26.33,1.33,25
Maine,47,2019,75,0,0,0,0,0
Maryland,47,2019,224,6,0,2.68,2.68,0
Massachusetts,47,2019,751,11,5,2.13,1.46,0.67
Michigan,47,2019,1552,25,29,3.48,1.61,1.87
Minnesota,47,2019,365,3,4,1.92,0.82,1.1
Mississippi,47,2019,103,2,3,4.85,1.94,2.91
Missouri,47,2019,1503,16,20,2.4,1.06,1.33
Montana,47,2019,132,0,1,0.76,0,0.76
Nebraska,47,2019,165,43,0,26.06,26.06,0
Nevada,47,2019,98,33,6,39.8,33.67,6.12
New Mexico,47,2019,423,14,13,6.38,3.31,3.07
New York,47,2019,2018,37,29,3.27,1.83,1.44
North Carolina,47,2019,312,9,5,4.49,2.88,1.6
North Dakota,47,2019,307,3,54,18.57,0.98,17.59
Ohio,47,2019,2482,31,30,2.46,1.25,1.21
Oklahoma,47,2019,310,0,7,2.26,0,2.26
Oregon,47,2019,1335,20,114,10.04,1.5,8.54
Pennsylvania,47,2019,427,1,2,0.7,0.23,0.47
South Carolina,47,2019,414,7,4,2.66,1.69,0.97
South Dakota,47,2019,85,0,0,0,0,0
Tennessee,47,2019,80,5,4,11.25,6.25,5
Texas,47,2019,5252,186,999,22.56,3.54,19.02
Utah,47,2019,642,16,17,5.14,2.49,2.65
Vermont,47,2019,124,1,1,1.61,0.81,0.81
Virginia,47,2019,412,2,1,0.73,0.49,0.24
Washington,47,2019,1088,9,52,5.61,0.83,4.78
West Virginia,47,2019,554,0,1,0.18,0,0.18
Wisconsin,47,2019,1336,20,44,4.79,1.5,3.29
Puerto Rico,47,2019,0,0,0,0,0,0
Alabama,48,2019,849,28,74,12.01,3.3,8.72
Alaska,48,2019,16,0,1,6.25,0,6.25
Arizona,48,2019,385,1,52,13.77,0.26,13.51
Arkansas,48,2019,230,4,8,5.22,1.74,3.48
California,48,2019,2819,150,317,16.57,5.32,11.25
Colorado,48,2019,737,13,88,13.7,1.76,11.94
Connecticut,48,2019,709,14,7,2.96,1.97,0.99
Delaware,48,2019,379,6,7,3.43,1.58,1.85
Georgia,48,2019,2004,101,265,18.26,5.04,13.22
Hawaii,48,2019,404,19,3,5.45,4.7,0.74
Idaho,48,2019,90,1,11,13.33,1.11,12.22
Illinois,48,2019,415,9,8,4.1,2.17,1.93
Indiana,48,2019,251,7,9,6.37,2.79,3.59
Iowa,48,2019,215,1,0,0.47,0.47,0
Kansas,48,2019,87,0,2,2.3,0,2.3
Kentucky,48,2019,635,31,7,5.98,4.88,1.1
Louisiana,48,2019,878,11,195,23.46,1.25,22.21
Maine,48,2019,62,0,0,0,0,0
Maryland,48,2019,204,6,7,6.37,2.94,3.43
Massachusetts,48,2019,724,27,12,5.39,3.73,1.66
Michigan,48,2019,1636,43,69,6.85,2.63,4.22
Minnesota,48,2019,339,12,6,5.31,3.54,1.77
Mississippi,48,2019,106,0,11,10.38,0,10.38
Missouri,48,2019,1542,11,50,3.96,0.71,3.24
Montana,48,2019,123,0,8,6.5,0,6.5
Nebraska,48,2019,228,47,0,20.61,20.61,0
New Mexico,48,2019,331,20,12,9.67,6.04,3.63
New York,48,2019,2021,58,54,5.54,2.87,2.67
North Carolina,48,2019,392,12,15,6.89,3.06,3.83
North Dakota,48,2019,249,2,52,21.69,0.8,20.88
Ohio,48,2019,2579,34,60,3.64,1.32,2.33
Oklahoma,48,2019,313,2,10,3.83,0.64,3.19
Oregon,48,2019,1492,20,216,15.82,1.34,14.48
Pennsylvania,48,2019,433,5,4,2.08,1.15,0.92
South Carolina,48,2019,378,12,5,4.5,3.17,1.32
South Dakota,48,2019,60,1,0,1.67,1.67,0
Tennessee,48,2019,109,10,5,13.76,9.17,4.59
Texas,48,2019,4329,193,762,22.06,4.46,17.6
Utah,48,2019,729,21,40,8.37,2.88,5.49
Vermont,48,2019,129,4,0,3.1,3.1,0
Virginia,48,2019,448,6,20,5.8,1.34,4.46
Washington,48,2019,1263,15,95,8.71,1.19,7.52
West Virginia,48,2019,512,0,4,0.78,0,0.78
Wisconsin,48,2019,1365,9,66,5.49,0.66,4.84
Puerto Rico,48,2019,0,0,0,0,0,0
Alabama,49,2019,979,23,81,10.62,2.35,8.27
Alaska,49,2019,19,0,1,5.26,0,5.26
Arizona,49,2019,526,3,63,12.55,0.57,11.98
Arkansas,49,2019,194,7,10,8.76,3.61,5.15
California,49,2019,3460,198,424,17.98,5.72,12.25
Colorado,49,2019,880,29,97,14.32,3.3,11.02
Connecticut,49,2019,857,19,12,3.62,2.22,1.4
Delaware,49,2019,362,12,32,12.15,3.31,8.84
Georgia,49,2019,1855,100,169,14.5,5.39,9.11
Hawaii,49,2019,468,35,8,9.19,7.48,1.71
Idaho,49,2019,128,3,17,15.63,2.34,13.28
Illinois,49,2019,437,13,10,5.26,2.97,2.29
Indiana,49,2019,308,6,5,3.57,1.95,1.62
Iowa,49,2019,300,9,3,4,3,1
Kansas,49,2019,103,2,2,3.88,1.94,1.94
Kentucky,49,2019,884,53,11,7.24,6,1.24
Louisiana,49,2019,810,15,122,16.91,1.85,15.06
Maine,49,2019,68,0,1,1.47,0,1.47
Maryland,49,2019,320,11,22,10.31,3.44,6.88
Massachusetts,49,2019,941,30,31,6.48,3.19,3.29
Michigan,49,2019,2190,67,138,9.36,3.06,6.3
Minnesota,49,2019,409,15,8,5.62,3.67,1.96
Mississippi,49,2019,141,0,11,7.8,0,7.8
Missouri,49,2019,1730,29,80,6.3,1.68,4.62
Montana,49,2019,146,1,8,6.16,0.68,5.48
Nebraska,49,2019,193,27,6,17.1,13.99,3.11
New Mexico,49,2019,496,28,34,12.5,5.65,6.85
New York,49,2019,2335,89,79,7.19,3.81,3.38
North Carolina,49,2019,454,29,20,10.79,6.39,4.41
North Dakota,49,2019,304,4,70,24.34,1.32,23.03
Ohio,49,2019,3097,59,142,6.49,1.91,4.59
Oklahoma,49,2019,388,3,19,5.67,0.77,4.9
Oregon,49,2019,2042,38,371,20.03,1.86,18.17
Pennsylvania,49,2019,497,3,21,4.83,0.6,4.23
South Carolina,49,2019,506,11,18,5.73,2.17,3.56
South Dakota,49,2019,74,0,0,0,0,0
Tennessee,49,2019,92,1,5,6.52,1.09,5.43
Texas,49,2019,5098,244,805,20.58,4.79,15.79
Utah,49,2019,856,43,54,11.33,5.02,6.31
Vermont,49,2019,143,6,3,6.29,4.2,2.1
Virginia,49,2019,521,6,26,6.14,1.15,4.99
Washington,49,2019,1644,26,182,12.65,1.58,11.07
West Virginia,49,2019,524,2,2,0.76,0.38,0.38
Wisconsin,49,2019,1776,22,106,7.21,1.24,5.97
Puerto Rico,49,2019,0,0,0,0,0,0
Alabama,50,2019,985,48,74,12.39,4.87,7.51
Alaska,50,2019,11,1,2,27.27,9.09,18.18
Arizona,50,2019,558,5,50,9.86,0.9,8.96
Arkansas,50,2019,239,10,18,11.72,4.18,7.53
California,50,2019,3739,245,520,20.46,6.55,13.91
Colorado,50,2019,925,33,145,19.24,3.57,15.68
Connecticut,50,2019,950,36,15,5.37,3.79,1.58
Delaware,50,2019,425,7,29,8.47,1.65,6.82
Georgia,50,2019,2594,294,347,24.71,11.33,13.38
Hawaii,50,2019,423,26,6,7.57,6.15,1.42
Idaho,50,2019,96,0,21,21.88,0,21.88
Illinois,50,2019,488,20,24,9.02,4.1,4.92
Indiana,50,2019,289,14,5,6.57,4.84,1.73
Iowa,50,2019,270,10,3,4.81,3.7,1.11
Kansas,50,2019,114,0,2,1.75,0,1.75
Kentucky,50,2019,951,81,34,12.09,8.52,3.58
Louisiana,50,2019,664,19,100,17.92,2.86,15.06
Maine,50,2019,64,4,3,10.94,6.25,4.69
Maryland,50,2019,327,22,31,16.21,6.73,9.48
Massachusetts,50,2019,965,35,50,8.81,3.63,5.18
Michigan,50,2019,2415,97,247,14.24,4.02,10.23
Minnesota,50,2019,460,20,17,8.04,4.35,3.7
Mississippi,50,2019,133,0,24,18.05,0,18.05
Missouri,50,2019,2276,62,265,14.37,2.72,11.64
Montana,50,2019,220,2,23,11.36,0.91,10.45
Nebraska,50,2019,222,58,18,34.23,26.13,8.11
Nevada,50,2019,43,3,6,20.93,6.98,13.95
New York,50,2019,2533,148,171,12.59,5.84,6.75
North Carolina,50,2019,402,43,29,17.91,10.7,7.21
North Dakota,50,2019,344,3,81,24.42,0.87,23.55
Ohio,50,2019,3317,80,281,10.88,2.41,8.47
Oklahoma,50,2019,446,7,55,13.9,1.57,12.33
Oregon,50,2019,2804,54,711,27.28,1.93,25.36
Pennsylvania,50,2019,595,18,29,7.9,3.03,4.87
South Carolina,50,2019,591,38,21,9.98,6.43,3.55
South Dakota,50,2019,73,0,1,1.37,0,1.37
Tennessee,50,2019,120,7,8,12.5,5.83,6.67
Texas,50,2019,4347,293,802,25.19,6.74,18.45
Utah,50,2019,968,35,79,11.78,3.62,8.16
Vermont,50,2019,106,8,0,7.55,7.55,0
Virginia,50,2019,528,4,34,7.2,0.76,6.44
Washington,50,2019,1887,53,328,20.19,2.81,17.38
West Virginia,50,2019,539,5,2,1.3,0.93,0.37
Wisconsin,50,2019,2033,51,221,13.38,2.51,10.87
Wyoming,50,2019,17,2,2,23.53,11.76,11.76
Puerto Rico,50,2019,0,0,0,0,0,0
Alabama,51,2019,1083,96,94,17.54,8.86,8.68
Alaska,51,2019,14,0,2,14.29,0,14.29
Arizona,51,2019,514,1,50,9.92,0.19,9.73
California,51,2019,3885,418,771,30.6,10.76,19.85
Colorado,51,2019,1206,65,253,26.37,5.39,20.98
Connecticut,51,2019,1049,57,42,9.44,5.43,4
Delaware,51,2019,485,32,54,17.73,6.6,11.13
Georgia,51,2019,3115,486,415,28.92,15.6,13.32
Hawaii,51,2019,476,45,3,10.08,9.45,0.63
Idaho,51,2019,127,1,24,19.69,0.79,18.9
Illinois,51,2019,572,40,56,16.78,6.99,9.79
Indiana,51,2019,492,60,11,14.43,12.2,2.24
Iowa,51,2019,314,17,18,11.15,5.41,5.73
Kansas,51,2019,114,4,6,8.77,3.51,5.26
Kentucky,51,2019,1065,152,65,20.38,14.27,6.1
Louisiana,51,2019,673,28,80,16.05,4.16,11.89
Maine,51,2019,78,6,2,10.26,7.69,2.56
Maryland,51,2019,321,29,45,23.05,9.03,14.02
Massachusetts,51,2019,1041,68,109,17,6.53,10.47
Michigan,51,2019,3105,194,515,22.83,6.25,16.59
Minnesota,51,2019,613,21,62,13.54,3.43,10.11
Mississippi,51,2019,176,0,44,25,0,25
Missouri,51,2019,2717,122,516,23.48,4.49,18.99
Montana,51,2019,247,7,32,15.79,2.83,12.96
Nebraska,51,2019,229,49,21,30.57,21.4,9.17
Nevada,51,2019,36,4,7,30.56,11.11,19.44
New Mexico,51,2019,688,69,144,30.96,10.03,20.93
New York,51,2019,2947,208,217,14.42,7.06,7.36
North Carolina,51,2019,443,62,50,25.28,14,11.29
North Dakota,51,2019,492,10,130,28.46,2.03,26.42
Ohio,51,2019,4188,133,665,19.05,3.18,15.88
Oklahoma,51,2019,456,7,87,20.61,1.54,19.08
Oregon,51,2019,3722,101,1031,30.41,2.71,27.7
