REGION,WEEK,YEAR,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
North Carolina,44,2016,253,5,6,4.35,1.98,2.37
North Dakota,44,2016,44,0,0,0,0,0
Ohio,44,2016,1174,9,9,1.53,0.77,0.77
Oklahoma,44,2016,151,2,0,1.32,1.32,0
Oregon,44,2016,290,13,1,4.83,4.48,0.34
Pennsylvania,44,2016,346,0,0,0,0,0
South Carolina,44,2016,230,1,1,0.87,0.43,0.43
South Dakota,44,2016,126,2,0,1.59,1.59,0
Tennessee,44,2016,125,0,2,1.6,0,1.6
Texas,44,2016,1275,12,9,1.65,0.94,0.71
Utah,44,2016,480,8,0,1.67,1.67,0
Vermont,44,2016,71,0,0,0,0,0
Virginia,44,2016,217,0,0,0,0,0
Washington,44,2016,537,16,0,2.98,2.98,0
West Virginia,44,2016,409,0,1,0.24,0,0.24
Wisconsin,44,2016,580,2,0,0.34,0.34,0
Puerto Rico,44,2016,0,0,0,0,0,0
Alabama,45,2016,625,5,1,0.96,0.8,0.16
Arizona,45,2016,143,1,0,0.7,0.7,0
Arkansas,45,2016,57,0,0,0,0,0
California,45,2016,839,10,1,1.31,1.19,0.12
Colorado,45,2016,394,8,0,2.03,2.03,0
Connecticut,45,2016,298,2,0,0.67,0.67,0
Delaware,45,2016,90,1,0,1.11,1.11,0
Georgia,45,2016,670,7,2,1.34,1.04,0.3
Hawaii,45,2016,222,5,1,2.7,2.25,0.45
Idaho,45,2016,29,0,0,0,0,0
Illinois,45,2016,277,1,0,0.36,0.36,0
Indiana,45,2016,153,0,2,1.31,0,1.31
Iowa,45,2016,119,1,0,0.84,0.84,0
Kansas,45,2016,80,0,0,0,0,0
Kentucky,45,2016,269,0,0,0,0,0
Louisiana,45,2016,641,10,2,1.87,1.56,0.31
Maryland,45,2016,135,0,0,0,0,0
Massachusetts,45,2016,467,5,1,1.28,1.07,0.21
Michigan,45,2016,802,0,0,0,0,0
Minnesota,45,2016,216,0,0,0,0,0
Mississippi,45,2016,92,0,0,0,0,0
Missouri,45,2016,601,0,0,0,0,0
Montana,45,2016,117,1,0,0.85,0.85,0
Nebraska,45,2016,81,0,0,0,0,0
Nevada,45,2016,11,0,0,0,0,0
New Hampshire,45,2016,25,0,0,0,0,0
New Mexico,45,2016,234,0,0,0,0,0
New York,45,2016,1685,18,1,1.13,1.07,0.06
North Carolina,45,2016,186,4,2,3.23,2.15,1.08
North Dakota,45,2016,36,1,0,2.78,2.78,0
Ohio,45,2016,1333,8,4,0.9,0.6,0.3
Oklahoma,45,2016,148,2,0,1.35,1.35,0
Oregon,45,2016,273,39,0,14.29,14.29,0
Pennsylvania,45,2016,385,1,2,0.78,0.26,0.52
South Carolina,45,2016,229,0,1,0.44,0,0.44
South Dakota,45,2016,130,0,0,0,0,0
Tennessee,45,2016,184,1,1,1.09,0.54,0.54
Texas,45,2016,1514,10,19,1.92,0.66,1.25
Utah,45,2016,517,16,0,3.09,3.09,0
Vermont,45,2016,56,0,0,0,0,0
Virginia,45,2016,216,0,0,0,0,0
Washington,45,2016,562,33,1,6.05,5.87,0.18
West Virginia,45,2016,433,0,0,0,0,0
Wisconsin,45,2016,569,1,0,0.18,0.18,0
Puerto Rico,45,2016,0,0,0,0,0,0
Alabama,46,2016,678,15,9,3.54,2.21,1.33
Arizona,46,2016,182,1,0,0.55,0.55,0
Arkansas,46,2016,45,1,0,2.22,2.22,0
California,46,2016,878,10,1,1.25,1.14,0.11
Colorado,46,2016,386,7,1,2.07,1.81,0.26
Connecticut,46,2016,350,4,0,1.14,1.14,0
Delaware,46,2016,108,3,0,2.78,2.78,0
Georgia,46,2016,818,14,9,2.81,1.71,1.1
Hawaii,46,2016,154,4,0,2.6,2.6,0
Idaho,46,2016,36,2,0,5.56,5.56,0
Illinois,46,2016,291,4,3,2.41,1.37,1.03
Indiana,46,2016,160,1,0,0.63,0.63,0
Iowa,46,2016,98,0,0,0,0,0
Kansas,46,2016,81,1,2,3.7,1.23,2.47
Kentucky,46,2016,266,0,0,0,0,0
Louisiana,46,2016,735,21,5,3.54,2.86,0.68
Maryland,46,2016,108,0,0,0,0,0
Massachusetts,46,2016,439,5,0,1.14,1.14,0
Michigan,46,2016,754,3,4,0.93,0.4,0.53
Minnesota,46,2016,305,1,0,0.33,0.33,0
Mississippi,46,2016,104,0,0,0,0,0
Missouri,46,2016,701,5,1,0.86,0.71,0.14
Montana,46,2016,133,4,0,3.01,3.01,0
Nebraska,46,2016,74,0,0,0,0,0
New Hampshire,46,2016,29,1,0,3.45,3.45,0
New Mexico,46,2016,284,0,0,0,0,0
New York,46,2016,1705,21,4,1.47,1.23,0.23
North Carolina,46,2016,267,3,2,1.87,1.12,0.75
North Dakota,46,2016,39,0,0,0,0,0
Ohio,46,2016,1376,9,7,1.16,0.65,0.51
Oklahoma,46,2016,204,2,0,0.98,0.98,0
Oregon,46,2016,367,48,0,13.08,13.08,0
Pennsylvania,46,2016,453,2,2,0.88,0.44,0.44
South Carolina,46,2016,267,0,1,0.37,0,0.37
South Dakota,46,2016,122,1,0,0.82,0.82,0
Tennessee,46,2016,162,1,0,0.62,0.62,0
Texas,46,2016,1746,21,22,2.46,1.2,1.26
Utah,46,2016,483,7,0,1.45,1.45,0
Vermont,46,2016,75,1,0,1.33,1.33,0
Virginia,46,2016,181,0,0,0,0,0
Washington,46,2016,610,38,1,6.39,6.23,0.16
West Virginia,46,2016,427,2,0,0.47,0.47,0
Wisconsin,46,2016,576,4,0,0.69,0.69,0
Puerto Rico,46,2016,0,0,0,0,0,0
Alabama,47,2016,650,14,8,3.38,2.15,1.23
Arizona,47,2016,165,3,0,1.82,1.82,0
Arkansas,47,2016,56,0,0,0,0,0
California,47,2016,840,15,2,2.02,1.79,0.24
Colorado,47,2016,372,10,1,2.96,2.69,0.27
Connecticut,47,2016,328,5,1,1.83,1.52,0.3
Delaware,47,2016,94,6,0,6.38,6.38,0
Georgia,47,2016,765,7,5,1.57,0.92,0.65
Hawaii,47,2016,158,7,4,6.96,4.43,2.53
Idaho,47,2016,57,5,0,8.77,8.77,0
Illinois,47,2016,337,6,1,2.08,1.78,0.3
Indiana,47,2016,156,0,0,0,0,0
Iowa,47,2016,129,2,0,1.55,1.55,0
Kansas,47,2016,73,0,0,0,0,0
Kentucky,47,2016,243,0,0,0,0,0
Louisiana,47,2016,716,20,5,3.49,2.79,0.7
Maryland,47,2016,107,1,1,1.87,0.93,0.93
Massachusetts,47,2016,455,3,3,1.32,0.66,0.66
Michigan,47,2016,744,15,1,2.15,2.02,0.13
Minnesota,47,2016,276,1,0,0.36,0.36,0
Mississippi,47,2016,84,1,0,1.19,1.19,0
Missouri,47,2016,584,11,1,2.05,1.88,0.17
Montana,47,2016,119,3,0,2.52,2.52,0
Nebraska,47,2016,95,0,1,1.05,0,1.05
Nevada,47,2016,10,1,0,10,10,0
New Hampshire,47,2016,26,0,0,0,0,0
New Mexico,47,2016,236,1,0,0.42,0.42,0
New York,47,2016,1672,30,3,1.97,1.79,0.18
North Carolina,47,2016,287,2,3,1.74,0.7,1.05
North Dakota,47,2016,29,0,0,0,0,0
Ohio,47,2016,1215,10,7,1.4,0.82,0.58
Oklahoma,47,2016,182,1,0,0.55,0.55,0
Oregon,47,2016,357,58,0,16.25,16.25,0
Pennsylvania,47,2016,431,2,2,0.93,0.46,0.46
South Carolina,47,2016,239,1,4,2.09,0.42,1.67
South Dakota,47,2016,121,0,0,0,0,0
Tennessee,47,2016,197,2,3,2.54,1.02,1.52
Texas,47,2016,1537,17,16,2.15,1.11,1.04
Utah,47,2016,549,16,0,2.91,2.91,0
Vermont,47,2016,81,0,0,0,0,0
Virginia,47,2016,184,0,0,0,0,0
Washington,47,2016,649,35,1,5.55,5.39,0.15
West Virginia,47,2016,413,3,1,0.97,0.73,0.24
Wisconsin,47,2016,571,5,0,0.88,0.88,0
Puerto Rico,47,2016,0,0,0,0,0,0
Alabama,48,2016,714,20,9,4.06,2.8,1.26
Arizona,48,2016,223,1,0,0.45,0.45,0
Arkansas,48,2016,73,2,1,4.11,2.74,1.37
California,48,2016,1063,17,2,1.79,1.6,0.19
Colorado,48,2016,462,17,0,3.68,3.68,0
Connecticut,48,2016,390,4,1,1.28,1.03,0.26
Delaware,48,2016,168,14,1,8.93,8.33,0.6
Georgia,48,2016,841,13,8,2.5,1.55,0.95
Hawaii,48,2016,228,18,6,10.53,7.89,2.63
Idaho,48,2016,44,3,0,6.82,6.82,0
Illinois,48,2016,317,3,2,1.58,0.95,0.63
Indiana,48,2016,184,0,0,0,0,0
Iowa,48,2016,110,2,0,1.82,1.82,0
Kansas,48,2016,91,1,1,2.2,1.1,1.1
Kentucky,48,2016,304,0,1,0.33,0,0.33
Louisiana,48,2016,741,16,6,2.97,2.16,0.81
Maryland,48,2016,162,1,1,1.23,0.62,0.62
Massachusetts,48,2016,595,20,2,3.7,3.36,0.34
Michigan,48,2016,924,5,2,0.76,0.54,0.22
Minnesota,48,2016,410,5,2,1.71,1.22,0.49
Mississippi,48,2016,129,1,1,1.55,0.78,0.78
Missouri,48,2016,715,16,2,2.52,2.24,0.28
Montana,48,2016,109,2,0,1.83,1.83,0
Nebraska,48,2016,88,1,0,1.14,1.14,0
Nevada,48,2016,12,1,0,8.33,8.33,0
New Hampshire,48,2016,27,0,0,0,0,0
New Mexico,48,2016,289,4,0,1.38,1.38,0
New York,48,2016,2068,60,14,3.58,2.9,0.68
North Carolina,48,2016,315,6,3,2.86,1.9,0.95
North Dakota,48,2016,47,0,0,0,0,0
Ohio,48,2016,1463,16,5,1.44,1.09,0.34
Oklahoma,48,2016,192,1,0,0.52,0.52,0
Oregon,48,2016,416,44,1,10.82,10.58,0.24
Pennsylvania,48,2016,472,3,1,0.85,0.64,0.21
South Carolina,48,2016,285,1,0,0.35,0.35,0
South Dakota,48,2016,153,0,0,0,0,0
Tennessee,48,2016,209,2,6,3.83,0.96,2.87
Texas,48,2016,1780,12,20,1.8,0.67,1.12
Utah,48,2016,630,30,0,4.76,4.76,0
Vermont,48,2016,91,3,0,3.3,3.3,0
Virginia,48,2016,206,0,0,0,0,0
Washington,48,2016,606,33,0,5.45,5.45,0
West Virginia,48,2016,483,5,3,1.66,1.04,0.62
Wisconsin,48,2016,744,7,2,1.21,0.94,0.27
Puerto Rico,48,2016,0,0,0,0,0,0
Alabama,49,2016,723,20,7,3.73,2.77,0.97
Arizona,49,2016,165,1,0,0.61,0.61,0
Arkansas,49,2016,50,0,0,0,0,0
California,49,2016,1021,30,2,3.13,2.94,0.2
Colorado,49,2016,488,18,3,4.3,3.69,0.61
Connecticut,49,2016,341,1,0,0.29,0.29,0
Delaware,49,2016,172,8,0,4.65,4.65,0
Georgia,49,2016,763,19,10,3.8,2.49,1.31
Hawaii,49,2016,234,24,8,13.68,10.26,3.42
Idaho,49,2016,50,6,0,12,12,0
Illinois,49,2016,335,3,2,1.49,0.9,0.6
Indiana,49,2016,177,1,0,0.56,0.56,0
Iowa,49,2016,119,2,0,1.68,1.68,0
Kansas,49,2016,87,0,0,0,0,0
Kentucky,49,2016,332,0,0,0,0,0
Louisiana,49,2016,737,16,2,2.44,2.17,0.27
Maryland,49,2016,137,2,0,1.46,1.46,0
Massachusetts,49,2016,509,8,5,2.55,1.57,0.98
Michigan,49,2016,952,24,7,3.26,2.52,0.74
Minnesota,49,2016,358,7,0,1.96,1.96,0
Mississippi,49,2016,87,2,2,4.6,2.3,2.3
Missouri,49,2016,762,11,1,1.57,1.44,0.13
Montana,49,2016,137,9,1,7.3,6.57,0.73
Nebraska,49,2016,110,5,0,4.55,4.55,0
Nevada,49,2016,11,0,0,0,0,0
New Hampshire,49,2016,20,0,0,0,0,0
New Mexico,49,2016,180,1,0,0.56,0.56,0
New York,49,2016,1483,46,2,3.24,3.1,0.13
North Carolina,49,2016,321,8,3,3.43,2.49,0.93
North Dakota,49,2016,26,0,0,0,0,0
Ohio,49,2016,1481,25,8,2.23,1.69,0.54
Oklahoma,49,2016,179,2,0,1.12,1.12,0
Oregon,49,2016,392,56,0,14.29,14.29,0
Pennsylvania,49,2016,498,13,3,3.21,2.61,0.6
South Carolina,49,2016,311,0,4,1.29,0,1.29
South Dakota,49,2016,158,0,0,0,0,0
Tennessee,49,2016,184,3,1,2.17,1.63,0.54
Texas,49,2016,1653,37,29,3.99,2.24,1.75
Utah,49,2016,584,33,0,5.65,5.65,0
Vermont,49,2016,121,7,0,5.79,5.79,0
Virginia,49,2016,248,3,0,1.21,1.21,0
Washington,49,2016,681,38,0,5.58,5.58,0
West Virginia,49,2016,453,5,2,1.55,1.1,0.44
Wisconsin,49,2016,684,13,3,2.34,1.9,0.44
Puerto Rico,49,2016,0,0,0,0,0,0
Alabama,50,2016,801,31,8,4.87,3.87,1
Arizona,50,2016,226,0,0,0,0,0
Arkansas,50,2016,75,1,0,1.33,1.33,0
California,50,2016,1222,64,4,5.56,5.24,0.33
Colorado,50,2016,533,22,2,4.5,4.13,0.38
Connecticut,50,2016,391,13,0,3.32,3.32,0
Delaware,50,2016,158,14,0,8.86,8.86,0
Georgia,50,2016,956,79,22,10.56,8.26,2.3
Hawaii,50,2016,256,23,3,10.16,8.98,1.17
Idaho,50,2016,56,8,0,14.29,14.29,0
Illinois,50,2016,401,7,11,4.49,1.75,2.74
Indiana,50,2016,172,2,1,1.74,1.16,0.58
Iowa,50,2016,124,4,0,3.23,3.23,0
Kansas,50,2016,94,3,0,3.19,3.19,0
Kentucky,50,2016,361,2,0,0.55,0.55,0
Louisiana,50,2016,861,51,4,6.39,5.92,0.46
Maryland,50,2016,175,3,0,1.71,1.71,0
Massachusetts,50,2016,563,17,3,3.55,3.02,0.53
