REGION,WEEK,YEAR,TOTAL,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,SEASON
Texas,1,2020,5499.0,599.0,1125.0,31.35,10.89,20.46,WINTER
Utah,1,2020,1779.0,173.0,322.0,27.82,9.72,18.1,WINTER
Vermont,1,2020,240.0,24.0,22.0,19.17,10.0,9.17,WINTER
Virginia,1,2020,557.0,41.0,57.0,17.59,7.36,10.23,WINTER
Washington,1,2020,2564.0,110.0,337.0,17.43,4.29,13.14,WINTER
West Virginia,1,2020,938.0,23.0,79.0,10.87,2.45,8.42,WINTER
Wisconsin,1,2020,3076.0,159.0,359.0,16.84,5.17,11.67,WINTER
Wyoming,1,2020,18.0,2.0,1.0,16.67,11.11,5.56,WINTER
Puerto Rico,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,2,2020,887.0,71.0,44.0,12.97,8.0,4.96,WINTER
Alaska,2,2020,15.0,1.0,3.0,26.67,6.67,20.0,WINTER
Arizona,2,2020,589.0,50.0,49.0,16.81,8.49,8.32,WINTER
Arkansas,2,2020,357.0,43.0,56.0,27.73,12.04,15.69,WINTER
California,2,2020,4833.0,736.0,602.0,27.68,15.23,12.46,WINTER
Colorado,2,2020,1200.0,125.0,184.0,25.75,10.42,15.33,WINTER
Connecticut,2,2020,1677.0,181.0,234.0,24.75,10.79,13.95,WINTER
Delaware,2,2020,541.0,73.0,49.0,22.55,13.49,9.06,WINTER
Georgia,2,2020,2200.0,369.0,157.0,23.91,16.77,7.14,WINTER
Hawaii,2,2020,607.0,60.0,17.0,12.69,9.88,2.8,WINTER
Idaho,2,2020,131.0,5.0,15.0,15.27,3.82,11.45,WINTER
Illinois,2,2020,784.0,66.0,101.0,21.3,8.42,12.88,WINTER
Indiana,2,2020,392.0,25.0,29.0,13.78,6.38,7.4,WINTER
Iowa,2,2020,351.0,16.0,55.0,20.23,4.56,15.67,WINTER
Kansas,2,2020,168.0,16.0,5.0,12.5,9.52,2.98,WINTER
Kentucky,2,2020,1102.0,102.0,74.0,15.97,9.26,6.72,WINTER
Louisiana,2,2020,579.0,59.0,23.0,14.16,10.19,3.97,WINTER
Maine,2,2020,109.0,8.0,4.0,11.01,7.34,3.67,WINTER
Maryland,2,2020,576.0,63.0,102.0,28.65,10.94,17.71,WINTER
Massachusetts,2,2020,1805.0,200.0,332.0,29.47,11.08,18.39,WINTER
Michigan,2,2020,3851.0,270.0,616.0,23.01,7.01,16.0,WINTER
Minnesota,2,2020,750.0,35.0,60.0,12.67,4.67,8.0,WINTER
Mississippi,2,2020,161.0,11.0,20.0,19.25,6.83,12.42,WINTER
Missouri,2,2020,2758.0,221.0,394.0,22.3,8.01,14.29,WINTER
Montana,2,2020,344.0,30.0,40.0,20.35,8.72,11.63,WINTER
Nebraska,2,2020,212.0,10.0,48.0,27.36,4.72,22.64,WINTER
Nevada,2,2020,57.0,17.0,6.0,40.35,29.82,10.53,WINTER
New Mexico,2,2020,488.0,119.0,153.0,55.74,24.39,31.35,WINTER
New York,2,2020,3828.0,424.0,417.0,21.97,11.08,10.89,WINTER
North Carolina,2,2020,371.0,55.0,40.0,25.61,14.82,10.78,WINTER
North Dakota,2,2020,481.0,43.0,91.0,27.86,8.94,18.92,WINTER
Ohio,2,2020,4920.0,434.0,852.0,26.14,8.82,17.32,WINTER
Oklahoma,2,2020,519.0,24.0,94.0,22.74,4.62,18.11,WINTER
Oregon,2,2020,3396.0,179.0,624.0,23.65,5.27,18.37,WINTER
Pennsylvania,2,2020,1203.0,103.0,200.0,25.19,8.56,16.63,WINTER
South Carolina,2,2020,722.0,59.0,48.0,14.82,8.17,6.65,WINTER
South Dakota,2,2020,85.0,2.0,2.0,4.71,2.35,2.35,WINTER
Tennessee,2,2020,165.0,19.0,8.0,16.36,11.52,4.85,WINTER
Texas,2,2020,5077.0,728.0,834.0,30.77,14.34,16.43,WINTER
Utah,2,2020,1728.0,197.0,254.0,26.1,11.4,14.7,WINTER
Vermont,2,2020,227.0,11.0,19.0,13.22,4.85,8.37,WINTER
Virginia,2,2020,593.0,39.0,56.0,16.02,6.58,9.44,WINTER
Washington,2,2020,2433.0,151.0,273.0,17.43,6.21,11.22,WINTER
West Virginia,2,2020,828.0,25.0,57.0,9.9,3.02,6.88,WINTER
Wisconsin,2,2020,3389.0,241.0,391.0,18.65,7.11,11.54,WINTER
Wyoming,2,2020,30.0,3.0,6.0,30.0,10.0,20.0,WINTER
Puerto Rico,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,3,2020,834.0,86.0,36.0,14.63,10.31,4.32,WINTER
Alaska,3,2020,22.0,1.0,2.0,13.64,4.55,9.09,WINTER
Arizona,3,2020,701.0,67.0,57.0,17.69,9.56,8.13,WINTER
Arkansas,3,2020,443.0,75.0,87.0,36.57,16.93,19.64,WINTER
California,3,2020,5378.0,1043.0,666.0,31.78,19.39,12.38,WINTER
Colorado,3,2020,1359.0,189.0,197.0,28.4,13.91,14.5,WINTER
Connecticut,3,2020,1767.0,201.0,336.0,30.39,11.38,19.02,WINTER
Delaware,3,2020,546.0,83.0,39.0,22.34,15.2,7.14,WINTER
Georgia,3,2020,2134.0,390.0,101.0,23.01,18.28,4.73,WINTER
Hawaii,3,2020,546.0,56.0,20.0,13.92,10.26,3.66,WINTER
Idaho,3,2020,110.0,2.0,7.0,8.18,1.82,6.36,WINTER
Illinois,3,2020,774.0,84.0,121.0,26.49,10.85,15.63,WINTER
Indiana,3,2020,379.0,29.0,29.0,15.3,7.65,7.65,WINTER
Iowa,3,2020,323.0,27.0,47.0,22.91,8.36,14.55,WINTER
Kansas,3,2020,149.0,12.0,12.0,16.11,8.05,8.05,WINTER
Kentucky,3,2020,888.0,80.0,58.0,15.54,9.01,6.53,WINTER
Louisiana,3,2020,585.0,79.0,26.0,17.95,13.5,4.44,WINTER
Maine,3,2020,124.0,12.0,15.0,21.77,9.68,12.1,WINTER
Maryland,3,2020,592.0,77.0,86.0,27.53,13.01,14.53,WINTER
Massachusetts,3,2020,1965.0,249.0,418.0,33.94,12.67,21.27,WINTER
Michigan,3,2020,3444.0,390.0,555.0,27.44,11.32,16.11,WINTER
Minnesota,3,2020,612.0,46.0,64.0,17.97,7.52,10.46,WINTER
Mississippi,3,2020,157.0,8.0,18.0,16.56,5.1,11.46,WINTER
Missouri,3,2020,2807.0,228.0,493.0,25.69,8.12,17.56,WINTER
Montana,3,2020,324.0,30.0,30.0,18.52,9.26,9.26,WINTER
Nebraska,3,2020,184.0,10.0,47.0,30.98,5.43,25.54,WINTER
New Mexico,3,2020,864.0,117.0,151.0,31.02,13.54,17.48,WINTER
New York,3,2020,3805.0,501.0,406.0,23.84,13.17,10.67,WINTER
North Carolina,3,2020,359.0,45.0,30.0,20.89,12.53,8.36,WINTER
North Dakota,3,2020,510.0,64.0,105.0,33.14,12.55,20.59,WINTER
Ohio,3,2020,4891.0,594.0,894.0,30.42,12.14,18.28,WINTER
Oklahoma,3,2020,456.0,33.0,79.0,24.56,7.24,17.32,WINTER
Oregon,3,2020,3016.0,226.0,402.0,20.82,7.49,13.33,WINTER
Pennsylvania,3,2020,1088.0,130.0,204.0,30.7,11.95,18.75,WINTER
South Carolina,3,2020,622.0,64.0,61.0,20.1,10.29,9.81,WINTER
South Dakota,3,2020,79.0,2.0,2.0,5.06,2.53,2.53,WINTER
Tennessee,3,2020,107.0,9.0,2.0,10.28,8.41,1.87,WINTER
Texas,3,2020,5291.0,1072.0,728.0,34.02,20.26,13.76,WINTER
Utah,3,2020,1780.0,273.0,312.0,32.87,15.34,17.53,WINTER
Vermont,3,2020,167.0,29.0,28.0,34.13,17.37,16.77,WINTER
Virginia,3,2020,564.0,52.0,48.0,17.73,9.22,8.51,WINTER
Washington,3,2020,2141.0,169.0,186.0,16.58,7.89,8.69,WINTER
West Virginia,3,2020,923.0,50.0,94.0,15.6,5.42,10.18,WINTER
Wisconsin,3,2020,3390.0,330.0,481.0,23.92,9.73,14.19,WINTER
Wyoming,3,2020,71.0,21.0,11.0,45.07,29.58,15.49,WINTER
Puerto Rico,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,4,2020,891.0,105.0,40.0,16.27,11.78,4.49,WINTER
Alaska,4,2020,10.0,1.0,2.0,30.0,10.0,20.0,WINTER
Arizona,4,2020,662.0,100.0,50.0,22.66,15.11,7.55,WINTER
Arkansas,4,2020,429.0,57.0,83.0,32.63,13.29,19.35,WINTER
California,4,2020,5835.0,1254.0,640.0,32.46,21.49,10.97,WINTER
Colorado,4,2020,1435.0,244.0,202.0,31.08,17.0,14.08,WINTER
Connecticut,4,2020,2026.0,221.0,483.0,34.75,10.91,23.84,WINTER
Delaware,4,2020,616.0,114.0,43.0,25.49,18.51,6.98,WINTER
Georgia,4,2020,2093.0,375.0,121.0,23.7,17.92,5.78,WINTER
Hawaii,4,2020,609.0,77.0,29.0,17.41,12.64,4.76,WINTER
Idaho,4,2020,124.0,7.0,6.0,10.48,5.65,4.84,WINTER
Illinois,4,2020,931.0,113.0,170.0,30.4,12.14,18.26,WINTER
Indiana,4,2020,365.0,21.0,41.0,16.99,5.75,11.23,WINTER
Iowa,4,2020,366.0,31.0,74.0,28.69,8.47,20.22,WINTER
Kansas,4,2020,149.0,9.0,12.0,14.09,6.04,8.05,WINTER
Kentucky,4,2020,981.0,70.0,87.0,16.0,7.14,8.87,WINTER
Louisiana,4,2020,629.0,129.0,20.0,23.69,20.51,3.18,WINTER
Maine,4,2020,173.0,21.0,22.0,24.86,12.14,12.72,WINTER
Maryland,4,2020,569.0,78.0,106.0,32.34,13.71,18.63,WINTER
Massachusetts,4,2020,2114.0,274.0,549.0,38.93,12.96,25.97,WINTER
Michigan,4,2020,3600.0,502.0,628.0,31.39,13.94,17.44,WINTER
Minnesota,4,2020,689.0,54.0,81.0,19.59,7.84,11.76,WINTER
Mississippi,4,2020,151.0,17.0,10.0,17.88,11.26,6.62,WINTER
Missouri,4,2020,2930.0,416.0,527.0,32.18,14.2,17.99,WINTER
Montana,4,2020,394.0,56.0,55.0,28.17,14.21,13.96,WINTER
Nebraska,4,2020,140.0,4.0,41.0,32.14,2.86,29.29,WINTER
Nevada,4,2020,65.0,34.0,7.0,63.08,52.31,10.77,WINTER
New Mexico,4,2020,872.0,121.0,99.0,25.23,13.88,11.35,WINTER
New York,4,2020,3789.0,543.0,444.0,26.05,14.33,11.72,WINTER
North Carolina,4,2020,342.0,43.0,31.0,21.64,12.57,9.06,WINTER
North Dakota,4,2020,584.0,87.0,98.0,31.68,14.9,16.78,WINTER
Ohio,4,2020,5329.0,801.0,981.0,33.44,15.03,18.41,WINTER
Oklahoma,4,2020,443.0,32.0,54.0,19.41,7.22,12.19,WINTER
Oregon,4,2020,2991.0,318.0,384.0,23.47,10.63,12.84,WINTER
Pennsylvania,4,2020,1216.0,141.0,222.0,29.85,11.6,18.26,WINTER
South Carolina,4,2020,627.0,73.0,45.0,18.82,11.64,7.18,WINTER
South Dakota,4,2020,74.0,1.0,2.0,4.05,1.35,2.7,WINTER
Tennessee,4,2020,126.0,18.0,6.0,19.05,14.29,4.76,WINTER
Texas,4,2020,5686.0,1281.0,551.0,32.22,22.53,9.69,WINTER
Utah,4,2020,2045.0,330.0,338.0,32.67,16.14,16.53,WINTER
Vermont,4,2020,350.0,30.0,60.0,25.71,8.57,17.14,WINTER
Virginia,4,2020,529.0,55.0,64.0,22.5,10.4,12.1,WINTER
Washington,4,2020,2293.0,260.0,174.0,18.93,11.34,7.59,WINTER
West Virginia,4,2020,936.0,62.0,112.0,18.59,6.62,11.97,WINTER
Wisconsin,4,2020,4062.0,461.0,730.0,29.32,11.35,17.97,WINTER
Wyoming,4,2020,115.0,35.0,31.0,57.39,30.43,26.96,WINTER
Puerto Rico,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,5,2020,1106.0,165.0,42.0,18.72,14.92,3.8,WINTER
Alaska,5,2020,13.0,0.0,3.0,23.08,0.0,23.08,WINTER
Arizona,5,2020,553.0,80.0,31.0,20.07,14.47,5.61,WINTER
Arkansas,5,2020,613.0,119.0,167.0,46.66,19.41,27.24,WINTER
California,5,2020,6118.0,1328.0,553.0,30.75,21.71,9.04,WINTER
Colorado,5,2020,1472.0,271.0,158.0,29.14,18.41,10.73,WINTER
Connecticut,5,2020,2199.0,231.0,566.0,36.24,10.5,25.74,WINTER
Delaware,5,2020,656.0,146.0,42.0,28.66,22.26,6.4,WINTER
Georgia,5,2020,2233.0,425.0,129.0,24.81,19.03,5.78,WINTER
Hawaii,5,2020,715.0,77.0,26.0,14.41,10.77,3.64,WINTER
Idaho,5,2020,123.0,15.0,2.0,13.82,12.2,1.63,WINTER
Illinois,5,2020,765.0,130.0,126.0,33.46,16.99,16.47,WINTER
Indiana,5,2020,479.0,46.0,72.0,24.63,9.6,15.03,WINTER
Iowa,5,2020,402.0,50.0,92.0,35.32,12.44,22.89,WINTER
Kansas,5,2020,187.0,20.0,9.0,15.51,10.7,4.81,WINTER
Kentucky,5,2020,1032.0,108.0,105.0,20.64,10.47,10.17,WINTER
Louisiana,5,2020,770.0,180.0,30.0,27.27,23.38,3.9,WINTER
Maine,5,2020,182.0,22.0,26.0,26.37,12.09,14.29,WINTER
Maryland,5,2020,668.0,105.0,127.0,34.73,15.72,19.01,WINTER
Massachusetts,5,2020,2467.0,427.0,569.0,40.37,17.31,23.06,WINTER
Michigan,5,2020,3919.0,608.0,687.0,33.04,15.51,17.53,WINTER
Minnesota,5,2020,647.0,85.0,52.0,21.17,13.14,8.04,WINTER
Mississippi,5,2020,202.0,23.0,9.0,15.84,11.39,4.46,WINTER
Missouri,5,2020,3266.0,577.0,571.0,35.15,17.67,17.48,WINTER
Montana,5,2020,415.0,78.0,44.0,29.4,18.8,10.6,WINTER
Nebraska,5,2020,203.0,15.0,45.0,29.56,7.39,22.17,WINTER
Nevada,5,2020,61.0,22.0,2.0,39.34,36.07,3.28,WINTER
New Mexico,5,2020,862.0,108.0,99.0,24.01,12.53,11.48,WINTER
New York,5,2020,4085.0,641.0,477.0,27.37,15.69,11.68,WINTER
North Carolina,5,2020,413.0,59.0,39.0,23.73,14.29,9.44,WINTER
North Dakota,5,2020,577.0,107.0,96.0,35.18,18.54,16.64,WINTER
Ohio,5,2020,6547.0,1221.0,1212.0,37.16,18.65,18.51,WINTER
Oklahoma,5,2020,490.0,57.0,45.0,20.82,11.63,9.18,WINTER
Oregon,5,2020,3075.0,312.0,289.0,19.54,10.15,9.4,WINTER
Pennsylvania,5,2020,1451.0,242.0,274.0,35.56,16.68,18.88,WINTER
South Carolina,5,2020,814.0,123.0,63.0,22.85,15.11,7.74,WINTER
South Dakota,5,2020,90.0,3.0,6.0,10.0,3.33,6.67,WINTER
Tennessee,5,2020,184.0,34.0,10.0,23.91,18.48,5.43,WINTER
Texas,5,2020,7032.0,1694.0,734.0,34.53,24.09,10.44,WINTER
Utah,5,2020,2292.0,389.0,344.0,31.98,16.97,15.01,WINTER
Vermont,5,2020,401.0,55.0,81.0,33.92,13.72,20.2,WINTER
Virginia,5,2020,674.0,105.0,77.0,27.0,15.58,11.42,WINTER
Washington,5,2020,1905.0,242.0,114.0,18.69,12.7,5.98,WINTER
West Virginia,5,2020,1305.0,145.0,195.0,26.05,11.11,14.94,WINTER
Wisconsin,5,2020,4839.0,686.0,892.0,32.61,14.18,18.43,WINTER
Wyoming,5,2020,95.0,16.0,16.0,33.68,16.84,16.84,WINTER
Puerto Rico,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,6,2020,1212.0,199.0,42.0,19.88,16.42,3.47,WINTER
Alaska,6,2020,15.0,1.0,1.0,13.33,6.67,6.67,WINTER
Arizona,6,2020,548.0,82.0,23.0,19.16,14.96,4.2,WINTER
Arkansas,6,2020,668.0,110.0,180.0,43.41,16.47,26.95,WINTER
California,6,2020,5778.0,1161.0,448.0,27.85,20.09,7.75,WINTER
Colorado,6,2020,1463.0,357.0,120.0,32.6,24.4,8.2,WINTER
Connecticut,6,2020,2276.0,263.0,501.0,33.57,11.56,22.01,WINTER
Delaware,6,2020,573.0,119.0,47.0,28.97,20.77,8.2,WINTER
Georgia,6,2020,2366.0,392.0,164.0,23.5,16.57,6.93,WINTER
Hawaii,6,2020,791.0,80.0,32.0,14.16,10.11,4.05,WINTER
Idaho,6,2020,126.0,5.0,3.0,6.35,3.97,2.38,WINTER
Illinois,6,2020,873.0,192.0,150.0,39.18,21.99,17.18,WINTER
Indiana,6,2020,486.0,50.0,72.0,25.1,10.29,14.81,WINTER
Iowa,6,2020,475.0,76.0,112.0,39.58,16.0,23.58,WINTER
Kansas,6,2020,171.0,20.0,14.0,19.88,11.7,8.19,WINTER
Kentucky,6,2020,1128.0,119.0,124.0,21.54,10.55,10.99,WINTER
Louisiana,6,2020,813.0,196.0,20.0,26.57,24.11,2.46,WINTER
Maine,6,2020,201.0,31.0,32.0,31.34,15.42,15.92,WINTER
Maryland,6,2020,628.0,109.0,120.0,36.46,17.36,19.11,WINTER
Massachusetts,6,2020,2512.0,496.0,520.0,40.45,19.75,20.7,WINTER
Michigan,6,2020,4077.0,836.0,557.0,34.17,20.51,13.66,WINTER
Minnesota,6,2020,737.0,111.0,50.0,21.85,15.06,6.78,WINTER
Mississippi,6,2020,196.0,38.0,13.0,26.02,19.39,6.63,WINTER
Missouri,6,2020,3585.0,701.0,641.0,37.43,19.55,17.88,WINTER
Montana,6,2020,473.0,91.0,13.0,21.99,19.24,2.75,WINTER
Nebraska,6,2020,184.0,15.0,42.0,30.98,8.15,22.83,WINTER
Nevada,6,2020,57.0,22.0,4.0,45.61,38.6,7.02,WINTER
New Mexico,6,2020,789.0,92.0,59.0,19.14,11.66,7.48,WINTER
New York,6,2020,3909.0,628.0,510.0,29.11,16.07,13.05,WINTER
North Carolina,6,2020,396.0,52.0,41.0,23.48,13.13,10.35,WINTER
North Dakota,6,2020,632.0,154.0,104.0,40.82,24.37,16.46,WINTER
Ohio,6,2020,6682.0,1506.0,1123.0,39.34,22.54,16.81,WINTER
Oklahoma,6,2020,440.0,58.0,26.0,19.09,13.18,5.91,WINTER
Oregon,6,2020,2649.0,282.0,177.0,17.33,10.65,6.68,WINTER
Pennsylvania,6,2020,1202.0,224.0,197.0,35.02,18.64,16.39,WINTER
South Carolina,6,2020,926.0,151.0,70.0,23.87,16.31,7.56,WINTER
South Dakota,6,2020,73.0,7.0,4.0,15.07,9.59,5.48,WINTER
Tennessee,6,2020,139.0,18.0,10.0,20.14,12.95,7.19,WINTER
Texas,6,2020,6196.0,1423.0,376.0,29.03,22.97,6.07,WINTER
Utah,6,2020,2122.0,380.0,259.0,30.11,17.91,12.21,WINTER
Vermont,6,2020,301.0,46.0,50.0,31.89,15.28,16.61,WINTER
Virginia,6,2020,685.0,108.0,84.0,28.03,15.77,12.26,WINTER
Washington,6,2020,1805.0,196.0,87.0,15.68,10.86,4.82,WINTER
West Virginia,6,2020,1637.0,136.0,365.0,30.6,8.31,22.3,WINTER
Wisconsin,6,2020,5324.0,1087.0,929.0,37.87,20.42,17.45,WINTER
Wyoming,6,2020,64.0,9.0,15.0,37.5,14.06,23.44,WINTER
Puerto Rico,6,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,7,2020,1121.0,150.0,35.0,16.5,13.38,3.12,WINTER
Alaska,7,2020,28.0,1.0,1.0,7.14,3.57,3.57,WINTER
Arizona,7,2020,549.0,100.0,13.0,20.58,18.21,2.37,WINTER
Arkansas,7,2020,676.0,124.0,144.0,39.64,18.34,21.3,WINTER
California,7,2020,5626.0,1238.0,400.0,29.11,22.0,7.11,WINTER
Colorado,7,2020,1509.0,304.0,108.0,27.3,20.15,7.16,WINTER
Connecticut,7,2020,1918.0,240.0,379.0,32.27,12.51,19.76,WINTER
Delaware,7,2020,557.0,119.0,31.0,26.93,21.36,5.57,WINTER
Georgia,7,2020,2105.0,295.0,98.0,18.67,14.01,4.66,WINTER
Hawaii,7,2020,743.0,104.0,22.0,16.96,14.0,2.96,WINTER
Idaho,7,2020,103.0,13.0,5.0,17.48,12.62,4.85,WINTER
Illinois,7,2020,809.0,161.0,98.0,32.01,19.9,12.11,WINTER
Indiana,7,2020,518.0,69.0,81.0,28.96,13.32,15.64,WINTER
Iowa,7,2020,464.0,65.0,107.0,37.07,14.01,23.06,WINTER
Kansas,7,2020,216.0,34.0,12.0,21.3,15.74,5.56,WINTER
Kentucky,7,2020,1069.0,109.0,84.0,18.05,10.2,7.86,WINTER
Louisiana,7,2020,770.0,164.0,9.0,22.47,21.3,1.17,WINTER
Maine,7,2020,234.0,38.0,43.0,34.62,16.24,18.38,WINTER
Maryland,7,2020,621.0,133.0,81.0,34.46,21.42,13.04,WINTER
Massachusetts,7,2020,2119.0,413.0,379.0,37.38,19.49,17.89,WINTER
Michigan,7,2020,3997.0,989.0,488.0,36.95,24.74,12.21,WINTER
Minnesota,7,2020,699.0,129.0,50.0,25.61,18.45,7.15,WINTER
Mississippi,7,2020,201.0,29.0,9.0,18.91,14.43,4.48,WINTER
Missouri,7,2020,3760.0,838.0,545.0,36.78,22.29,14.49,WINTER
Montana,7,2020,506.0,75.0,38.0,22.33,14.82,7.51,WINTER
Nebraska,7,2020,160.0,10.0,26.0,22.5,6.25,16.25,WINTER
Nevada,7,2020,40.0,13.0,2.0,37.5,32.5,5.0,WINTER
New Mexico,7,2020,722.0,93.0,29.0,16.9,12.88,4.02,WINTER
New York,7,2020,3903.0,671.0,351.0,26.18,17.19,8.99,WINTER
North Carolina,7,2020,342.0,39.0,36.0,21.93,11.4,10.53,WINTER
North Dakota,7,2020,815.0,286.0,85.0,45.52,35.09,10.43,WINTER
Ohio,7,2020,6437.0,1490.0,940.0,37.75,23.15,14.6,WINTER
Oklahoma,7,2020,491.0,88.0,36.0,25.25,17.92,7.33,WINTER
Oregon,7,2020,2598.0,262.0,155.0,16.05,10.08,5.97,WINTER
Pennsylvania,7,2020,1237.0,257.0,161.0,33.79,20.78,13.02,WINTER
South Carolina,7,2020,811.0,118.0,55.0,21.33,14.55,6.78,WINTER
South Dakota,7,2020,79.0,6.0,4.0,12.66,7.59,5.06,WINTER
Tennessee,7,2020,131.0,17.0,6.0,17.56,12.98,4.58,WINTER
Texas,7,2020,5689.0,1339.0,320.0,29.16,23.54,5.62,WINTER
Utah,7,2020,2102.0,453.0,209.0,31.49,21.55,9.94,WINTER
Vermont,7,2020,402.0,66.0,62.0,31.84,16.42,15.42,WINTER
Virginia,7,2020,687.0,108.0,72.0,26.2,15.72,10.48,WINTER
Washington,7,2020,1853.0,241.0,71.0,16.84,13.01,3.83,WINTER
West Virginia,7,2020,1352.0,121.0,279.0,29.59,8.95,20.64,WINTER
Wisconsin,7,2020,5164.0,1295.0,805.0,40.67,25.08,15.59,WINTER
Wyoming,7,2020,68.0,10.0,16.0,38.24,14.71,23.53,WINTER
Puerto Rico,7,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,8,2020,984.0,103.0,29.0,13.41,10.47,2.95,WINTER
Alaska,8,2020,32.0,1.0,0.0,3.13,3.13,0.0,WINTER
Arizona,8,2020,553.0,80.0,19.0,17.9,14.47,3.44,WINTER
Arkansas,8,2020,539.0,87.0,127.0,39.7,16.14,23.56,WINTER
California,8,2020,4833.0,1001.0,329.0,27.52,20.71,6.81,WINTER
Colorado,8,2020,1366.0,279.0,81.0,26.35,20.42,5.93,WINTER
Connecticut,8,2020,1683.0,232.0,236.0,27.81,13.78,14.02,WINTER
Delaware,8,2020,501.0,84.0,25.0,21.76,16.77,4.99,WINTER
Georgia,8,2020,1810.0,206.0,78.0,15.69,11.38,4.31,WINTER
Hawaii,8,2020,678.0,61.0,16.0,11.36,9.0,2.36,WINTER
Idaho,8,2020,143.0,22.0,1.0,16.08,15.38,0.7,WINTER
Illinois,8,2020,836.0,195.0,86.0,33.61,23.33,10.29,WINTER
Indiana,8,2020,520.0,78.0,85.0,31.35,15.0,16.35,WINTER
Iowa,8,2020,507.0,111.0,138.0,49.11,21.89,27.22,WINTER
Kansas,8,2020,172.0,35.0,10.0,26.16,20.35,5.81,WINTER
Kentucky,8,2020,988.0,94.0,79.0,17.51,9.51,8.0,WINTER
Louisiana,8,2020,662.0,158.0,8.0,25.08,23.87,1.21,WINTER
Maine,8,2020,267.0,42.0,52.0,35.21,15.73,19.48,WINTER
Maryland,8,2020,588.0,121.0,66.0,31.8,20.58,11.22,WINTER
Massachusetts,8,2020,1854.0,383.0,212.0,32.09,20.66,11.43,WINTER
Michigan,8,2020,4022.0,1019.0,386.0,34.93,25.34,9.6,WINTER
Minnesota,8,2020,704.0,138.0,28.0,23.58,19.6,3.98,WINTER
Mississippi,8,2020,171.0,26.0,9.0,20.47,15.2,5.26,WINTER
Missouri,8,2020,3463.0,758.0,436.0,34.48,21.89,12.59,WINTER
Montana,8,2020,422.0,59.0,34.0,22.04,13.98,8.06,WINTER
Nebraska,8,2020,155.0,23.0,27.0,32.26,14.84,17.42,WINTER
New Mexico,8,2020,454.0,85.0,18.0,22.69,18.72,3.96,WINTER
New York,8,2020,3441.0,542.0,253.0,23.1,15.75,7.35,WINTER
North Carolina,8,2020,320.0,37.0,29.0,20.63,11.56,9.06,WINTER
North Dakota,8,2020,756.0,292.0,61.0,46.69,38.62,8.07,WINTER
Ohio,8,2020,6184.0,1427.0,747.0,35.16,23.08,12.08,WINTER
Oklahoma,8,2020,517.0,133.0,15.0,28.63,25.73,2.9,WINTER
Oregon,8,2020,2728.0,337.0,154.0,18.0,12.35,5.65,WINTER
Pennsylvania,8,2020,1088.0,230.0,117.0,31.89,21.14,10.75,WINTER
South Carolina,8,2020,644.0,79.0,31.0,17.08,12.27,4.81,WINTER
South Dakota,8,2020,51.0,4.0,1.0,9.8,7.84,1.96,WINTER
Tennessee,8,2020,115.0,11.0,6.0,14.78,9.57,5.22,WINTER
Texas,8,2020,6029.0,1316.0,280.0,26.47,21.83,4.64,WINTER
Utah,8,2020,1965.0,423.0,174.0,30.38,21.53,8.85,WINTER
Vermont,8,2020,402.0,81.0,52.0,33.08,20.15,12.94,WINTER
Virginia,8,2020,719.0,131.0,53.0,25.59,18.22,7.37,WINTER
Washington,8,2020,1314.0,175.0,37.0,16.13,13.32,2.82,WINTER
West Virginia,8,2020,1157.0,105.0,146.0,21.69,9.08,12.62,WINTER
Wisconsin,8,2020,5686.0,1539.0,807.0,41.26,27.07,14.19,WINTER
Wyoming,8,2020,38.0,4.0,7.0,28.95,10.53,18.42,WINTER
Puerto Rico,8,2020,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,9,2020,753.0,72.0,19.0,12.08,9.56,2.52,WINTER
Alaska,9,2020,28.0,1.0,0.0,3.57,3.57,0.0,WINTER
Arizona,9,2020,438.0,48.0,5.0,12.1,10.96,1.14,WINTER
Arkansas,9,2020,545.0,123.0,86.0,38.35,22.57,15.78,WINTER
California,9,2020,5115.0,951.0,303.0,24.52,18.59,5.92,WINTER
Colorado,9,2020,1314.0,226.0,54.0,21.31,17.2,4.11,WINTER
Connecticut,9,2020,1532.0,189.0,136.0,21.21,12.34,8.88,WINTER
Delaware,9,2020,569.0,81.0,20.0,17.75,14.24,3.51,WINTER
Georgia,9,2020,1523.0,152.0,53.0,13.46,9.98,3.48,WINTER
Hawaii,9,2020,642.0,75.0,25.0,15.58,11.68,3.89,WINTER
Idaho,9,2020,189.0,42.0,4.0,24.34,22.22,2.12,WINTER
Illinois,9,2020,797.0,205.0,64.0,33.75,25.72,8.03,WINTER
Indiana,9,2020,490.0,74.0,53.0,25.92,15.1,10.82,WINTER
Iowa,9,2020,472.0,96.0,104.0,42.37,20.34,22.03,WINTER
